log_id,land_no,col_id,col_nm,table_id,table_nm,url,table_source,table_src_platform,cate1,cate2,num_cat_flag,distinct_cnt,min_val,q1_val,avg_val,q4_val,max_val,null_ratio,same_ratio,column_cnt,categorical_cnt,numerical_cnt,rec_cnt,table_qty_index,table_dom_sum,median_val,pk_ratio,column_val_file_loc,language,regi_date,up_date_time,cum_search_num,cate1_tm,cate2_tm,rec_cnt_tm,column_cnt_tm,categorical_cnt_tm,numerical_cnt_tm,table_qty_index_tm,inner_tbl_cnt,inner_str_tbl,inner_val_tbl,outer_tbl_cnt,outer_str_tbl,outer_val_tbl,rep_ratio_tbl,common_ratio_tbl,num_dom_eqn_col,num_dom_inter_col,num_dom_incl_col,num_val_eqn_col,num_val_inter_col,avg_dom_col,avg_val_col,col_src_cnt,col_table_cnt,rep_ratio_cat1,rep_ratio_cat2,inner_col_cnt,inner_avg_dom_col,inner_avg_val_col
1,5696,3207,등록일,330,학교법인한국기술교육대학교_OKLMS HRD담당자훈련과정매핑_20240910.CSV,url,소스,공공데이터포털,교육,고등교육,1,7,2017-06-05 000249,,,,2024-03-05 110607,0.0,1.0,9,5,0,7,0.0,27,2017-06-21 114925,1.0,,Korean,2026-03-30 10:41:24.085,,0,교육,고등교육,7,9,5,0,0.0,59.0,0.1111111111111111,0.1127253161151466,,,,,,,,,,,,,,,,,,,
1,2414,6782,기타행정활동수입금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,87734,0,,,,999970,0.0,1.42,34,3,31,124692,0.0,2023435,2507680,0.7,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,3283.0,677.0,0.0,3498.0,0.000449444521583,0.0033979604533449,,737.0,0.3333333333333333,0.3333333333333333,3960.0,0.000449444521583,0.0033979604533449
1,2415,6783,학교별순세계잉여금_지출금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,124499,0,,,,999914200,0.0,1.0,34,3,31,124692,0.0,2023435,2648381749,1.0,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,2316.0,327.0,0.0,2572.0,0.0003850742136192,0.0013089687723809,,264.0,0.3333333333333333,0.3333333333333333,2643.0,0.0003850742136192,0.0013089687723809
1,2416,6784,학교별순세계잉여금_최초예산금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,121465,0,,,,999981000,0.0,1.03,34,3,31,124692,0.0,2023435,2713731000,0.97,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,2268.0,328.0,0.0,2526.0,8.56549887205e-05,0.0005125819541693,,236.0,0.3333333333333333,0.3333333333333333,2596.0,8.56549887205e-05,0.0005125819541693
1,2417,6785,이자수입금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,104752,0,,,,999960,0.0,1.19,34,3,31,124692,0.0,2023435,2738920,0.84,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,3083.0,345.0,0.0,3098.0,0.0001997661554661,0.0033542415138672,,661.0,0.3333333333333333,0.3333333333333333,3428.0,0.0001997661554661,0.0033542415138672
1,2418,6786,학교별순세계잉여금_최종예산금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,122652,0,,,,999881000,0.0,1.02,34,3,31,124692,0.0,2023435,2683756000,0.98,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,2264.0,327.0,0.0,2521.0,6.07977564347e-05,0.0004385920764418,,236.0,0.3333333333333333,0.3333333333333333,2591.0,6.07977564347e-05,0.0004385920764418
1,40,6787,순세계잉여금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,123695,-1,,,,9999970,0.0,1.01,34,3,31,124692,0.0,2023435,29831793,0.99,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,3273.0,482.0,0.0,3475.0,0.0002571399337176,0.0014865624905092,,708.0,0.3333333333333333,0.3333333333333333,3755.0,0.0002571399337176,0.0014865624905092
1,2419,6788,학교별순세계잉여금_다음년도사고이월금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,8001,0,,,,9999000,0.0,15.58,34,3,31,124692,0.0,2023435,0,0.06,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,2920.0,342.0,0.0,2935.0,0.0013425283826033,0.0063939177033498,,594.0,0.3333333333333333,0.3333333333333333,3262.0,0.0013425283826033,0.0063939177033498
1,2420,6789,학교별순세계잉여금_다음년도계속비이월금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,4993,0,,,,999970190,0.0,24.97,34,3,31,124692,0.0,2023435,0,0.04,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,2384.0,328.0,0.0,2392.0,0.0011470335756194,0.0076551158928756,,306.0,0.3333333333333333,0.3333333333333333,2712.0,0.0011470335756194,0.0076551158928756
1,80,6790,학교별순세계잉여금_다음년도명시이월금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,69162,-2014060,,,,999999420,0.0,1.8,34,3,31,124692,0.0,2023435,15054990,0.55,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,3178.0,370.0,0.0,3207.0,0.0007340737872525,0.0049925677523306,,687.0,0.3333333333333333,0.3333333333333333,3548.0,0.0007340737872525,0.0049925677523306
1,7167,3233,진도체크방식,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,1,1,H,,,,H,0.0,210.0,20,8,8,465,0.0,720,H,0.0,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,0.0,0.0,0.0,0.0,6.0,1.0,0.0670250896057347,,6.0,0.0,0.0,6.0,1.0,0.0670250896057347
1,81,6791,다음년도총이월금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,74279,-2014060,,,,999999420,0.0,1.68,34,3,31,124692,0.0,2023435,17029010,0.6,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,3048.0,359.0,0.0,3072.0,0.0007207572724376,0.0050498340443873,,634.0,0.3333333333333333,0.3333333333333333,3407.0,0.0007207572724376,0.0050498340443873
1,2421,6792,원가통계순세계잉여금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,108624,0,,,,9999970,0.0,1.15,34,3,31,124692,0.0,2023435,26697010,0.87,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,3253.0,355.0,0.0,3274.0,0.0002804635955712,0.0032787284543172,,685.0,0.3333333333333333,0.3333333333333333,3608.0,0.0002804635955712,0.0032787284543172
1,6472,3217,순번,332,한국교육학술정보원_RISS 공지사항_10_23_2020.csv,url,소스,공공데이터포털,교육,고등교육,0,7,24,,,,30,0.0,1.0,6,4,2,7,0.0,40,27,1.0,,Korean,2026-03-30 10:41:24.229,,0,교육,고등교육,7,6,4,2,0.0,454.0,0.2613803230543318,0.1797251940423746,,,,,,0.0,563.0,9.0,0.0,570.0,0.5512758004225581,0.5512758004225581,,433.0,0.3333333333333333,0.3333333333333333,879.0,0.5512758004225581,0.5512758004225581
1,5894,3218,제목,332,한국교육학술정보원_RISS 공지사항_10_23_2020.csv,url,소스,공공데이터포털,교육,고등교육,1,7,2020년 대학도서관 직무향상 10월 교육 안내,,,,2020년 대학도서관 직무향상 교육과정 운영 안내상반기,0.0,1.0,6,4,2,7,0.0,40,2020년 대학도서관 직무향상 8월 교육 안내,1.0,,Korean,2026-03-30 10:41:24.229,,0,교육,고등교육,7,6,4,2,0.0,454.0,0.2613803230543318,0.1797251940423746,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
1,8065,2341,그룹명,293,안성시시설관리공단_종량제봉투관리시스템  상세코드_20240926.csv,url,소스,공공데이터포털,공공행정,일반행정,1,8,거래처분류,,,,행정시,0.0,6.25,5,4,1,50,0.0,158,상품그룹,0.16,,Korean,2026-03-30 10:37:48.090,,0,공공행정,일반행정,50,5,4,1,0.0,692.0,0.2294797687861272,0.1161445086705202,,,,,,0.0,2.0,0.0,0.0,2.0,0.125,0.02,,1.0,0.5,0.5,2.0,0.125,0.02
1,4043,2342,코드명,293,안성시시설관리공단_종량제봉투관리시스템  상세코드_20240926.csv,url,소스,공공데이터포털,공공행정,일반행정,1,49,1.5L,,,,폐기물용,0.0,1.02,5,4,1,50,0.0,158,곤지암읍,0.98,,Korean,2026-03-30 10:37:48.090,,0,공공행정,일반행정,50,5,4,1,0.0,692.0,0.2294797687861272,0.1161445086705202,,,,,,0.0,29.0,0.0,0.0,29.0,0.064039408866995,0.0634482758620689,,25.0,0.3333333333333333,0.1666666666666666,29.0,0.064039408866995,0.0634482758620689
1,4047,2343,코드약칭,293,안성시시설관리공단_종량제봉투관리시스템  상세코드_20240926.csv,url,소스,공공데이터포털,공공행정,일반행정,1,49,1.5리터,,,,폐기물용,0.0,1.02,5,4,1,50,0.0,158,곤지암읍,0.98,,Korean,2026-03-30 10:37:48.090,,0,공공행정,일반행정,50,5,4,1,0.0,692.0,0.2294797687861272,0.1161445086705202,,,,,,0.0,30.0,0.0,0.0,30.0,0.0578231292517006,0.0573333333333333,,25.0,0.3333333333333333,0.1666666666666666,30.0,0.0578231292517006,0.0573333333333333
1,7343,2344,사용여부,293,안성시시설관리공단_종량제봉투관리시스템  상세코드_20240926.csv,url,소스,공공데이터포털,공공행정,일반행정,1,2,N,,,,Y,0.0,25.0,5,4,1,50,0.0,158,Y,0.04,,Korean,2026-03-30 10:37:48.090,,0,공공행정,일반행정,50,5,4,1,0.0,692.0,0.2294797687861272,0.1161445086705202,,,,,,87.0,20.0,55.0,0.0,93.0,0.7699386503067485,0.5468711656441718,,81.0,0.3333333333333333,0.1666666666666666,163.0,0.7699386503067485,0.5468711656441718
1,5895,3219,내용,332,한국교육학술정보원_RISS 공지사항_10_23_2020.csv,url,소스,공공데이터포털,교육,고등교육,1,7,2020년 대학도서관 직무향상 10월 교육 안내,,,,2020년 대학도서관 직무향상 교육과정 운영 안내상반기,0.0,1.0,6,4,2,7,0.0,40,2020년 대학도서관 직무향상 8월 교육 안내,1.0,,Korean,2026-03-30 10:41:24.229,,0,교육,고등교육,7,6,4,2,0.0,454.0,0.2613803230543318,0.1797251940423746,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
1,4799,3220,조회수,332,한국교육학술정보원_RISS 공지사항_10_23_2020.csv,url,소스,공공데이터포털,교육,고등교육,0,7,119,,,,97,0.0,1.0,6,4,2,7,0.0,40,240,1.0,,Korean,2026-03-30 10:41:24.229,,0,교육,고등교육,7,6,4,2,0.0,454.0,0.2613803230543318,0.1797251940423746,,,,,,0.0,357.0,1.0,0.0,358.0,0.4868619752340682,0.4868619752340682,,277.0,0.3333333333333333,0.3333333333333333,473.0,0.4868619752340682,0.4868619752340682
1,5863,3221,입력일자,332,한국교육학술정보원_RISS 공지사항_10_23_2020.csv,url,소스,공공데이터포털,교육,고등교육,1,6,2020-03-09 0000,,,,2020-09-28 0000,0.0,1.17,6,4,2,7,0.0,40,2020-07-03 0000,0.86,,Korean,2026-03-30 10:41:24.229,,0,교육,고등교육,7,6,4,2,0.0,454.0,0.2613803230543318,0.1797251940423746,,,,,,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0.5714285714285714,,1.0,0.5,0.5,2.0,0.5833333333333334,0.5714285714285714
1,5864,3222,수정일자,332,한국교육학술정보원_RISS 공지사항_10_23_2020.csv,url,소스,공공데이터포털,교육,고등교육,1,6,2020-03-09 0000,,,,2020-09-28 0000,0.0,1.17,6,4,2,7,0.0,40,2020-07-03 0000,0.86,,Korean,2026-03-30 10:41:24.229,,0,교육,고등교육,7,6,4,2,0.0,454.0,0.2613803230543318,0.1797251940423746,,,,,,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0.5714285714285714,,1.0,0.5,0.5,2.0,0.5833333333333334,0.5714285714285714
1,2422,6793,학교별순세계잉여금_수납금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,123559,0,,,,999994640,0.0,1.01,34,3,31,124692,0.0,2023435,2687297840,0.99,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,1.0,2255.0,327.0,1.0,2265.0,0.0003999368365439,0.0025065493470374,,229.0,0.3333333333333333,0.3333333333333333,2583.0,0.0003999368365439,0.0025065493470374
1,82,6794,학교별순세계잉여금_보조금반환확정금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,16926,-2016100,,,,9999620,0.0,7.37,34,3,31,124692,0.0,2023435,0,0.14,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,3259.0,378.0,0.0,3294.0,0.0013234597569435,0.0057366646991461,,674.0,0.3333333333333333,0.3333333333333333,3637.0,0.0013234597569435,0.0057366646991461
1,2423,6795,학교운영지원금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,22015,0,,,,999802120,0.0,5.66,34,3,31,124692,0.0,2023435,0,0.18,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,2413.0,329.0,0.0,2422.0,0.0001918326026963,0.0072694801976022,,322.0,0.3333333333333333,0.3333333333333333,2742.0,0.0001918326026963,0.0072694801976022
1,2424,6796,학교운영비전입금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,89738,0,,,,999991370,0.0,1.39,34,3,31,124692,0.0,2023435,329684000,0.72,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,2259.0,327.0,0.0,2266.0,0.0001233633350827,0.0054038704345077,,231.0,0.3333333333333333,0.3333333333333333,2586.0,0.0001233633350827,0.0054038704345077
1,48,6797,학교별순세계잉여금_추경예산금액,588,한국교육학술정보원_학교별순세계잉여금_20210928.csv,url,소스,공공데이터포털,교육,유아및초·중등교육,0,118619,-10001000,,,,99998000,0.0,1.05,34,3,31,124692,0.0,2023435,322518000,0.95,,Korean,2026-03-30 11:29:21.362,,0,교육,유아및초·중등교육,124692,34,3,31,0.0,809.0,0.492074456482222,0.0016255462461176,,,,,,0.0,2396.0,332.0,0.0,2513.0,0.0001348701907403,0.0017773882823817,,309.0,0.3333333333333333,0.3333333333333333,2728.0,0.0001348701907403,0.0017773882823817
1,5396,3223,학년도,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,0,9,2000,,,,2024,0.0,51.67,20,8,8,465,0.0,720,2020,0.02,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,0.0,571.0,80.0,0.0,661.0,0.2742215900110636,0.0798635647532082,,230.0,0.3333333333333333,0.3333333333333333,703.0,0.2742215900110636,0.0798635647532082
1,3502,3224,학기,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,0,4,1,,,,4,0.0,116.25,20,8,8,465,0.0,720,2,0.01,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,20.0,1113.0,94.0,0.0,1758.0,0.6256620762711864,0.0912919172589757,,581.0,0.3333333333333333,0.3333333333333333,1888.0,0.6256620762711864,0.0912919172589757
1,4451,3225,온라인과정구분,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,0,3,101,,,,104,0.0,155.0,20,8,8,465,0.0,720,104,0.01,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,0.0,197.0,0.0,0.0,398.0,0.7191666666666667,0.0315537634408602,,242.0,0.3333333333333333,0.3333333333333333,400.0,0.7191666666666667,0.0315537634408602
1,5715,3226,전체학습시작일,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,1,29,2017-12-25,,,,2024-08-26,0.0,16.03,20,8,8,465,0.0,720,2020-09-05,0.06,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,0.0,207.0,3.0,0.0,211.0,0.1407092662199706,0.0391479386434286,,140.0,0.3333333333333333,0.3333333333333333,211.0,0.1407092662199706,0.0391479386434286
1,5731,3227,전체학습종료일,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,1,34,2018-01-20,,,,2024-12-14,0.0,13.68,20,8,8,465,0.0,720,2020-12-19,0.07,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,0.0,126.0,1.0,0.0,128.0,0.1397058823529411,0.0523521505376344,,94.0,0.3333333333333333,0.3333333333333333,128.0,0.1397058823529411,0.0523521505376344
1,3503,3235,주차,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,0,15,1,,,,9,0.0,14.0,20,8,8,465,0.0,720,2,0.03,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,7.0,1514.0,266.0,0.0,1996.0,0.393992878154513,0.0563954272358149,,624.0,0.3333333333333333,0.3333333333333333,2153.0,0.393992878154513,0.0563954272358149
1,7150,3228,주차학습타입,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,1,2,FREE,,,,WEEK,0.0,232.5,20,8,8,465,0.0,720,FREE,0.0,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,0.0,1.0,0.0,0.0,1.0,0.5,0.0021505376344086,,1.0,0.0,0.0,1.0,0.5,0.0021505376344086
1,5370,3229,주차학습기간,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,0,1,2.0,,,,2.0,0.0,210.0,20,8,8,465,0.0,720,2.0,0.0,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,0.0,0.0,0.0,0.0,130.0,1.0,0.0955004135649296,,53.0,0.3333333333333333,0.3333333333333333,130.0,1.0,0.0955004135649296
1,6875,3230,결석기준진도율,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,0,2,80,,,,80,0.0,210.0,20,8,8,465,0.0,720,80,0.0,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,0.0,367.0,0.0,0.0,367.0,0.5,0.0261404588204271,,246.0,0.3333333333333333,0.3333333333333333,367.0,0.5,0.0261404588204271
1,6876,3231,출석기준진도율,333,학교법인한국기술교육대학교_OKLMS 학기별일정정보_20240906.CSV,url,소스,공공데이터포털,교육,고등교육,0,2,80,,,,80,0.0,210.0,20,8,8,465,0.0,720,80,0.0,,Korean,2026-03-30 10:41:24.309,,0,교육,고등교육,465,20,8,8,0.0,797.0,0.2061480552070263,0.0175573724045817,,,,,,0.0,367.0,0.0,0.0,367.0,0.5,0.0261404588204271,,246.0,0.3333333333333333,0.3333333333333333,367.0,0.5,0.0261404588204271
